"subject" "activity" "domainType" "sensorType" "axisDir" "statsType" "accType" "isJerk" "isMagnitude" "average"
"5265" 15 "LAYING" "time" "gyroscope" "Y" "std" "Body" NA NA -0.961142911805556
"5266" 15 "LAYING" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.980482834444445
"5267" 15 "LAYING" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.113451899791667
"5268" 15 "LAYING" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0624334556236111
"5269" 15 "LAYING" "time" "gyroscope" "Z" "std" "Body" NA NA -0.956537051666667
"5270" 15 "LAYING" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.980112732777778
"5271" 15 "SITTING" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.961757090576271
"5272" 15 "SITTING" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.987435198220339
"5273" 15 "SITTING" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.952287083305085
"5274" 15 "SITTING" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.986390096694915
"5275" 15 "SITTING" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.986619609491525
"5276" 15 "SITTING" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.988106102033898
"5277" 15 "SITTING" "freq" "accelerometer" "X" "std" "Body" NA NA -0.987384778983051
"5278" 15 "SITTING" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.989314359661017
"5279" 15 "SITTING" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.938926430779661
"5280" 15 "SITTING" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.978159013220339
"5281" 15 "SITTING" "freq" "accelerometer" "Y" "std" "Body" NA NA -0.919162700338983
"5282" 15 "SITTING" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.979713045932203
"5283" 15 "SITTING" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.963227004915254
"5284" 15 "SITTING" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.984908418474576
"5285" 15 "SITTING" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.945704713050847
"5286" 15 "SITTING" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.987694113559322
"5287" 15 "SITTING" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.986152580338983
"5288" 15 "SITTING" "freq" "gyroscope" "X" "std" "Body" NA NA -0.988881930508475
"5289" 15 "SITTING" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.979201724745763
"5290" 15 "SITTING" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.973456092372881
"5291" 15 "SITTING" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.966731518305085
"5292" 15 "SITTING" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.966228648305085
"5293" 15 "SITTING" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.958669836271187
"5294" 15 "SITTING" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.986107839152542
"5295" 15 "SITTING" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.958669836271187
"5296" 15 "SITTING" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.93797790559322
"5297" 15 "SITTING" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.984639018474576
"5298" 15 "SITTING" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.93797790559322
"5299" 15 "SITTING" "time" "accelerometer" "X" "mean" "Body" NA NA 0.27290337979661
"5300" 15 "SITTING" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0784792788644068
"5301" 15 "SITTING" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.89036426220339
"5302" 15 "SITTING" "time" "accelerometer" "X" "std" "Body" NA NA -0.987084356101695
"5303" 15 "SITTING" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.988162333898305
"5304" 15 "SITTING" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.982620883728814
"5305" 15 "SITTING" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.0117188472271186
"5306" 15 "SITTING" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.00898437589491525
"5307" 15 "SITTING" "time" "accelerometer" "Y" "mean" "Gravity" NA NA 0.210849305016949
"5308" 15 "SITTING" "time" "accelerometer" "Y" "std" "Body" NA NA -0.922407162881356
"5309" 15 "SITTING" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.978126998813559
"5310" 15 "SITTING" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.943561411694915
"5311" 15 "SITTING" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.11366125320339
"5312" 15 "SITTING" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.00237207545345763
"5313" 15 "SITTING" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.00281565980440678
"5314" 15 "SITTING" "time" "accelerometer" "Z" "std" "Body" NA NA -0.949338025084746
"5315" 15 "SITTING" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.987011024745763
"5316" 15 "SITTING" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.952973658983051
"5317" 15 "SITTING" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.957331628305085
"5318" 15 "SITTING" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.992188893898305
"5319" 15 "SITTING" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.963475074915254
"5320" 15 "SITTING" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.989720049491525
"5321" 15 "SITTING" "time" "gyroscope" "X" "mean" "Body" NA NA -0.0377111130338983
"5322" 15 "SITTING" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.0953649067966102
"5323" 15 "SITTING" "time" "gyroscope" "X" "std" "Body" NA NA -0.988204115254237
"5324" 15 "SITTING" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.992889042711864
"5325" 15 "SITTING" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.0803428762830508
"5326" 15 "SITTING" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0396068774557627
"5327" 15 "SITTING" "time" "gyroscope" "Y" "std" "Body" NA NA -0.975321519491525
"5328" 15 "SITTING" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.990313307966102
"5329" 15 "SITTING" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0951978083898305
"5330" 15 "SITTING" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0524148341983051
"5331" 15 "SITTING" "time" "gyroscope" "Z" "std" "Body" NA NA -0.963765802881356
"5332" 15 "SITTING" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.987937202542373
"5333" 15 "STANDING" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.958535622264151
"5334" 15 "STANDING" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.981133438773585
"5335" 15 "STANDING" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.939521174811321
"5336" 15 "STANDING" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.980256898018868
"5337" 15 "STANDING" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.986724998867925
"5338" 15 "STANDING" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.985353492641509
"5339" 15 "STANDING" "freq" "accelerometer" "X" "std" "Body" NA NA -0.990060962641509
"5340" 15 "STANDING" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.986934133584906
"5341" 15 "STANDING" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.943348788679245
"5342" 15 "STANDING" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.967884709433962
"5343" 15 "STANDING" "freq" "accelerometer" "Y" "std" "Body" NA NA -0.930286443396226
"5344" 15 "STANDING" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.969934103584906
"5345" 15 "STANDING" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.965473514528302
"5346" 15 "STANDING" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.982632302830189
"5347" 15 "STANDING" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.947905911320755
"5348" 15 "STANDING" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.986654459433962
"5349" 15 "STANDING" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.950380286226415
"5350" 15 "STANDING" "freq" "gyroscope" "X" "std" "Body" NA NA -0.948275234150943
"5351" 15 "STANDING" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.975133868867925
"5352" 15 "STANDING" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.969442882075472
"5353" 15 "STANDING" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.96826485509434
"5354" 15 "STANDING" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.971282183584906
"5355" 15 "STANDING" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.961207616226415
"5356" 15 "STANDING" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.981495125660377
"5357" 15 "STANDING" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.961207616226415
"5358" 15 "STANDING" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.948600432641509
"5359" 15 "STANDING" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.979994800566038
"5360" 15 "STANDING" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.948600432641509
"5361" 15 "STANDING" "time" "accelerometer" "X" "mean" "Body" NA NA 0.278915803962264
"5362" 15 "STANDING" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0752280703207547
"5363" 15 "STANDING" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.965528899622642
"5364" 15 "STANDING" "time" "accelerometer" "X" "std" "Body" NA NA -0.988949247358491
"5365" 15 "STANDING" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.985459068490566
"5366" 15 "STANDING" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.988432084716981
"5367" 15 "STANDING" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.0183516360396226
"5368" 15 "STANDING" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.00617255520183019
"5369" 15 "STANDING" "time" "accelerometer" "Y" "mean" "Gravity" NA NA -0.164713175490566
"5370" 15 "STANDING" "time" "accelerometer" "Y" "std" "Body" NA NA -0.931900148301887
"5371" 15 "STANDING" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.967720399622642
"5372" 15 "STANDING" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.965687978301887
"5373" 15 "STANDING" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.105910832679245
"5374" 15 "STANDING" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.00658737093471698
"5375" 15 "STANDING" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.0645975994528302
"5376" 15 "STANDING" "time" "accelerometer" "Z" "std" "Body" NA NA -0.951670257924528
"5377" 15 "STANDING" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.985301940754717
"5378" 15 "STANDING" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.958810153207547
"5379" 15 "STANDING" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.946961381132076
"5380" 15 "STANDING" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.984407077924528
"5381" 15 "STANDING" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.931286778679245
"5382" 15 "STANDING" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.98143282754717
"5383" 15 "STANDING" "time" "gyroscope" "X" "mean" "Body" NA NA -0.0262433562254717
"5384" 15 "STANDING" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.101358786226415
"5385" 15 "STANDING" "time" "gyroscope" "X" "std" "Body" NA NA -0.947790802075472
"5386" 15 "STANDING" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.971514312075472
"5387" 15 "STANDING" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.0659637517169811
"5388" 15 "STANDING" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0438507492018868
"5389" 15 "STANDING" "time" "gyroscope" "Y" "std" "Body" NA NA -0.971332584339623
"5390" 15 "STANDING" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.988107413962264
"5391" 15 "STANDING" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0761946738773585
"5392" 15 "STANDING" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.052278397190566
"5393" 15 "STANDING" "time" "gyroscope" "Z" "std" "Body" NA NA -0.968167046415094
"5394" 15 "STANDING" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.981293117924528
"5395" 15 "WALKING" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.38216131288287
"5396" 15 "WALKING" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.467414565277778
"5397" 15 "WALKING" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.470047505462963
"5398" 15 "WALKING" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.498211037537037
"5399" 15 "WALKING" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.31744092037037
"5400" 15 "WALKING" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.39082198537037
"5401" 15 "WALKING" "freq" "accelerometer" "X" "std" "Body" NA NA -0.332520626851852
"5402" 15 "WALKING" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.411500068148148
"5403" 15 "WALKING" "freq" "accelerometer" "Y" "mean" "Body" NA NA 0.111321097159074
"5404" 15 "WALKING" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.0669378062222222
"5405" 15 "WALKING" "freq" "accelerometer" "Y" "std" "Body" NA NA 0.0805646237194445
"5406" 15 "WALKING" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.0606839140548148
"5407" 15 "WALKING" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.554942138148148
"5408" 15 "WALKING" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.648905254074074
"5409" 15 "WALKING" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.537026414814815
"5410" 15 "WALKING" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.723051140740741
"5411" 15 "WALKING" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.253399360296296
"5412" 15 "WALKING" "freq" "gyroscope" "X" "std" "Body" NA NA -0.357633378703704
"5413" 15 "WALKING" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.535422096111111
"5414" 15 "WALKING" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.365361208555556
"5415" 15 "WALKING" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.461464065555556
"5416" 15 "WALKING" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.543997593703704
"5417" 15 "WALKING" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.186514650759259
"5418" 15 "WALKING" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.320129322962963
"5419" 15 "WALKING" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.186514650759259
"5420" 15 "WALKING" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.323878324074074
"5421" 15 "WALKING" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.310071425166667
"5422" 15 "WALKING" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.323878324074074
"5423" 15 "WALKING" "time" "accelerometer" "X" "mean" "Body" NA NA 0.273899207962963
"5424" 15 "WALKING" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0897770721666667
"5425" 15 "WALKING" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.951524391481481
"5426" 15 "WALKING" "time" "accelerometer" "X" "std" "Body" NA NA -0.327961801111111
"5427" 15 "WALKING" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.373217585
"5428" 15 "WALKING" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.978397287962963
"5429" 15 "WALKING" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.0170809740090741
"5430" 15 "WALKING" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.00890588563518519
"5431" 15 "WALKING" "time" "accelerometer" "Y" "mean" "Gravity" NA NA -0.233918282592593
"5432" 15 "WALKING" "time" "accelerometer" "Y" "std" "Body" NA NA 0.138912923691296
"5433" 15 "WALKING" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.0319265467387037
"5434" 15 "WALKING" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.971056501481482
"5435" 15 "WALKING" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.107621819518519
"5436" 15 "WALKING" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA 0.000658706162574074
"5437" 15 "WALKING" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.0757356734814815
"5438" 15 "WALKING" "time" "accelerometer" "Z" "std" "Body" NA NA -0.518932634814815
"5439" 15 "WALKING" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.686268420555555
"5440" 15 "WALKING" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.95805876537037
"5441" 15 "WALKING" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.243711124444444
"5442" 15 "WALKING" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.543979500555556
"5443" 15 "WALKING" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.425798469148148
"5444" 15 "WALKING" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.63778595537037
"5445" 15 "WALKING" "time" "gyroscope" "X" "mean" "Body" NA NA -0.0554883847662963
"5446" 15 "WALKING" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.0776692754648148
"5447" 15 "WALKING" "time" "gyroscope" "X" "std" "Body" NA NA -0.329624620185185
"5448" 15 "WALKING" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.283767987222222
"5449" 15 "WALKING" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.06124278833
"5450" 15 "WALKING" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0552536572125926
"5451" 15 "WALKING" "time" "gyroscope" "Y" "std" "Body" NA NA -0.420865007777778
"5452" 15 "WALKING" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.702402935925926
"5453" 15 "WALKING" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0842484921022222
"5454" 15 "WALKING" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0510976492333333
"5455" 15 "WALKING" "time" "gyroscope" "Z" "std" "Body" NA NA -0.48653265537037
"5456" 15 "WALKING" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.591668608148148
"5457" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.021374200952381
"5458" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.203491398015476
"5459" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.098131513952381
"5460" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.221482346842857
"5461" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "mean" "Body" NA NA 0.235309825547619
"5462" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0619687485333333
"5463" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "std" "Body" NA NA 0.466325681428571
"5464" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA 0.108062740547619
"5465" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" NA NA 0.167518099964286
"5466" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.0269769415214286
"5467" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "std" "Body" NA NA 0.1199936036
"5468" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.00722860241119048
"5469" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.259812204547619
"5470" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.345376541261905
"5471" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.357407559285714
"5472" 15 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.461599141904762
"5473" 15 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.22735956545
"5474" 15 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "X" "std" "Body" NA NA -0.351630000285714
"5475" 15 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.402332301666667
"5476" 15 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.360972848571429
"5477" 15 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.18319480152381
"5478" 15 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.3436733
"5479" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "mean" "Body" NA "Mag" 0.320449387166667
"5480" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.0372666071540476
"5481" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" 0.320449387166667
"5482" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "std" "Body" NA "Mag" 0.353204008095238
"5483" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" 0.159631710516667
"5484" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "std" "Gravity" NA "Mag" 0.353204008095238
"5485" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "mean" "Body" NA NA 0.280198851190476
"5486" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0711457160166667
"5487" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.932302200476191
"5488" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "std" "Body" NA NA 0.406471051190476
"5489" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "std" "Body" "Jerk" NA 0.134593836190476
"5490" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.942806478333333
"5491" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.00563047804309524
"5492" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.01511589985
"5493" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "mean" "Gravity" NA NA -0.167462317142857
"5494" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "std" "Body" NA NA 0.186532377428571
"5495" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA 0.0158059210738095
"5496" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.925685893571429
"5497" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.110526066428571
"5498" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.0100212901547619
"5499" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.0788822410992857
"5500" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "std" "Body" NA NA -0.281982181666667
"5501" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.404005582309524
"5502" 15 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.93400831
"5503" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.121686320740476
"5504" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.509466648095238
"5505" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.284249712071429
"5506" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.563640131190476
"5507" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "mean" "Body" NA NA -0.136618653071429
"5508" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.0482532079928571
"5509" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "std" "Body" NA NA -0.318692525928571
"5510" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.455980756428571
"5511" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.0346755727619048
"5512" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0495415503071429
"5513" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "std" "Body" NA NA -0.37320816
"5514" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.574964116428571
"5515" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0711758197607143
"5516" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0339213064857143
"5517" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "std" "Body" NA NA -0.250648085714286
"5518" 15 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.394542240714286
"5519" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.309467857104167
"5520" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.4966895189375
"5521" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.28212260534375
"5522" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.592208941354167
"5523" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.0746328434375
"5524" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.2370530733125
"5525" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "std" "Body" NA NA -0.00838243761666667
"5526" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.207231605488542
"5527" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.1019354328
"5528" 15 "WALKING_UPSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.338102216666667
